overall_rating,potential,wage,release_clause_euro,club_rating,reactions,composure,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,value
62,73,0.004405286,0.004664968,71,53,43,47,47,47,52,48,48,48,52,50,50,50,55,53,53,53,55,450000
67,67,0.00660793,0.006942394,66,65,63,66,66,66,68,67,67,67,68,68,68,68,68,66,66,66,68,825000
64,64,0,0.002908097,62,56,63,64,64,64,57,61,61,61,57,58,58,58,56,55,55,55,56,475000
64,64,0,0.003538769,71,65,52,56,56,56,59,59,59,59,59,61,61,61,61,65,65,65,61,450000
74,74,0.04185022,0.023071754,71,66,64,61,61,61,60,61,61,61,60,63,63,63,61,67,67,67,61,2300000
75,75,0.026431718,0.034471712,74,72,72,64,64,64,70,69,69,69,70,73,73,73,71,77,77,77,71,3800000
64,72,0,0.004109376,63,54,70,41,41,41,40,40,40,40,40,42,42,42,44,49,49,49,44,575000
60,74,0,0.005440794,71,54,46,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,375000
63,67,0.004405286,0.002687863,71,55,43,45,45,45,41,42,42,42,41,42,42,42,43,48,48,48,43,400000
70,70,0.008810573,0.009945592,69,62,59,55,55,55,56,56,56,56,56,57,57,57,59,61,61,61,59,1300000
68,74,0.00660793,0.011947724,69,72,66,63,63,63,67,67,67,67,67,68,68,68,68,70,70,70,68,1000000
63,71,0.008810573,0.004139408,75,55,48,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,400000
71,79,0.017621145,0.038475977,71,68,66,72,72,72,71,72,72,72,71,71,71,71,71,66,66,66,71,3500000
65,74,0,0.007442927,68,69,57,64,64,64,67,66,66,66,67,66,66,66,67,61,61,61,67,850000
68,68,0.008810573,0.002312463,71,70,59,53,53,53,56,54,54,54,56,56,56,56,59,60,60,60,59,250000
68,68,0.004405286,0.005941328,65,61,58,51,51,51,60,56,56,56,60,58,58,58,62,59,59,59,62,700000
58,61,0,0.000941002,62,54,23,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,110000
73,78,0.015418502,0.049487704,69,67,65,58,58,58,56,57,57,57,56,56,56,56,58,59,59,59,58,4500000
73,73,0.046255507,0.028465316,71,70,67,63,63,63,65,64,64,64,65,65,65,65,67,68,68,68,67,3000000
53,77,0,0.001531631,71,42,27,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,110000
56,76,0.002202643,0.002217361,76,38,49,57,57,57,58,57,57,57,58,54,54,54,56,48,48,48,56,190000
71,75,0.015418502,0.03246958,70,73,69,64,64,64,70,69,69,69,70,71,71,71,72,72,72,72,72,3000000
70,70,0.019823789,0.006441861,73,68,61,61,61,61,64,63,63,63,64,63,63,63,66,66,66,66,66,675000
64,70,0.00660793,0.005440794,70,56,63,60,60,60,66,64,64,64,66,66,66,66,67,63,63,63,67,625000
66,66,0.002202643,0.004314595,65,61,67,65,65,65,67,66,66,66,67,65,65,65,66,59,59,59,66,700000
70,70,0.008810573,0.010946658,68,61,62,59,59,59,65,62,62,62,65,64,64,64,67,64,64,64,67,1300000
65,65,0,0.002032164,67,65,58,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,270000
64,71,0.004405286,0.006441861,76,63,48,53,53,53,58,56,56,56,58,58,58,58,60,61,61,61,60,550000
63,63,0,0.001556658,64,62,40,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,240000
73,77,0.024229075,0.030467448,70,68,28,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,3700000
71,73,0.008810573,0.01945572,66,72,52,72,72,72,63,68,68,68,63,64,64,64,61,58,58,58,61,2900000
60,67,0,0.002062196,71,45,42,40,40,40,36,36,36,36,36,34,34,34,38,36,36,36,38,250000
72,72,0,0.021958386,71,64,62,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,2000000
70,73,0.011013216,0.024461051,71,65,70,69,69,69,71,71,71,71,71,70,70,70,71,66,66,66,71,2300000
72,73,0.037444934,0.038475977,72,65,73,73,73,73,71,72,72,72,71,71,71,71,71,69,69,69,71,3700000
56,71,0,0.001626732,66,42,45,43,43,43,46,45,45,45,46,47,47,47,48,48,48,48,48,180000
74,74,0.022026432,0.023960518,72,78,80,71,71,71,69,71,71,71,69,70,70,70,70,73,73,73,70,3200000
68,68,0.008810573,0.007442927,66,62,68,65,65,65,69,68,68,68,69,68,68,68,69,65,65,65,69,850000
66,67,0.002202643,0.004664968,69,64,61,61,61,61,63,62,62,62,63,63,63,63,64,63,63,63,64,600000
72,72,0.024229075,0.033971179,71,71,65,73,73,73,73,73,73,73,73,73,73,73,72,68,68,68,72,3400000
66,66,0.008810573,0.004835149,65,63,60,65,65,65,68,67,67,67,68,67,67,67,68,63,63,63,68,675000
56,69,0,0.001341429,65,51,45,51,51,51,54,52,52,52,54,52,52,52,55,52,52,52,55,150000
64,64,0.002202643,0.001691802,69,61,61,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,270000
68,68,0.011013216,0.005440794,67,71,56,66,66,66,68,68,68,68,68,70,70,70,68,71,71,71,68,875000
63,67,0,0.003503731,67,53,65,63,63,63,60,62,62,62,60,61,61,61,60,56,56,56,60,500000
68,74,0.004405286,0.007442927,67,62,27,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,900000
64,78,0,0.010946658,77,52,44,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,800000
64,64,0.002202643,0.00409436,64,67,54,62,62,62,65,64,64,64,65,64,64,64,65,61,61,61,65,475000
62,70,0,0.003203412,63,60,57,58,58,58,64,63,63,63,64,62,62,62,63,55,55,55,63,450000
66,66,0.004405286,0.004589888,67,61,58,66,66,66,65,66,66,66,65,67,67,67,66,67,67,67,66,600000
66,73,0.004405286,0.007442927,66,53,60,50,50,50,49,49,49,49,49,50,50,50,53,54,54,54,53,775000
61,61,0,0.001221301,65,64,61,53,53,53,50,52,52,52,50,52,52,52,53,57,57,57,53,190000
73,73,0.050660793,0.036473845,72,72,70,69,69,69,71,71,71,71,71,73,73,73,71,74,74,74,71,3800000
55,65,0,0.000951013,61,48,61,48,48,48,52,51,51,51,52,54,54,54,53,55,55,55,53,140000
67,72,0.022026432,0.023071754,66,61,47,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,725000
67,67,0.019577911,0.023071754,66,63,70,54,54,54,53,54,54,54,53,56,56,56,55,60,60,60,55,2481203.671
62,73,0,0.004254531,75,58,59,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,375000
67,81,0.002202643,0.017453588,68,66,56,56,56,56,59,59,59,59,59,60,60,60,62,62,62,62,62,1400000
66,70,0.017621145,0.007442927,76,63,63,66,66,66,66,66,66,66,66,65,65,65,65,59,59,59,65,850000
69,77,0.04185022,0.016452522,76,67,59,69,69,69,65,65,65,65,65,62,62,62,63,58,58,58,63,1600000
65,65,0.002202643,0.003438662,64,57,57,56,56,56,53,53,53,53,53,53,53,53,54,55,55,55,54,400000
59,68,0,0.001917042,64,51,53,61,61,61,62,60,60,60,62,59,59,59,61,52,52,52,61,240000
65,65,0,0.003533763,62,63,60,61,61,61,66,65,65,65,66,66,66,66,67,65,65,65,67,575000
60,70,0.004405286,0.002983177,75,59,50,49,49,49,55,53,53,53,55,53,53,53,56,52,52,52,56,290000
73,75,0.017621145,0.023071754,74,64,59,69,69,69,73,72,72,72,73,71,71,71,74,68,68,68,74,4900000
66,74,0.002202643,0.008443993,68,58,60,56,56,56,61,59,59,59,61,60,60,60,64,62,62,62,64,825000
73,74,0.019577911,0.023071754,73,73,73,66,66,66,73,72,72,72,73,74,74,74,71,66,66,66,71,2481203.671
67,67,0.00660793,0.003879131,64,65,70,65,65,65,68,67,67,67,68,68,68,68,68,68,68,68,68,450000
59,74,0,0.003658897,69,52,50,62,62,62,61,60,60,60,61,58,58,58,61,53,53,53,61,350000
67,67,0,0.002132271,65,58,61,57,57,57,63,63,63,63,63,67,67,67,62,65,65,65,62,325000
61,69,0.011013216,0.023071754,60,59,49,53,53,53,57,54,54,54,57,54,54,54,57,54,54,54,57,325000
53,66,0,0.001126199,63,51,56,49,49,49,53,52,52,52,53,53,53,53,54,53,53,53,54,100000
60,67,0,0.001461557,65,63,39,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,210000
53,61,0,0.000620661,64,49,35,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,70000
60,73,0,0.004089355,68,61,42,60,60,60,54,57,57,57,54,54,54,54,53,48,48,48,53,400000
59,72,0.004405286,0.003473699,77,44,48,57,57,57,59,58,58,58,59,58,58,58,60,56,56,56,60,280000
59,73,0,0.003578811,74,51,40,39,39,39,39,38,38,38,39,40,40,40,41,43,43,43,41,300000
65,70,0.004405286,0.006441861,70,59,60,65,65,65,66,66,66,66,66,66,66,66,65,59,59,59,65,750000
54,64,0,0.000996061,67,48,36,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,90000
71,71,0.019823789,0.01445039,73,67,58,66,66,66,68,67,67,67,68,66,66,66,68,66,66,66,68,2000000
69,69,0.008810573,0.006942394,73,63,72,62,62,62,65,63,63,63,65,62,62,62,66,62,62,62,66,875000
62,67,0.002202643,0.002367521,70,54,28,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,290000
58,69,0,0.001256338,66,52,48,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,170000
57,69,0.002202643,0.001416509,64,46,42,36,36,36,33,33,33,33,33,33,33,33,35,37,37,37,35,160000
66,73,0,0.006942394,68,64,58,66,66,66,65,67,67,67,65,67,67,67,65,67,67,67,65,900000
58,65,0,0.001466562,69,59,53,57,57,57,57,58,58,58,57,59,59,59,58,58,58,58,58,180000
65,65,0.002202643,0.004940261,68,54,56,66,66,66,62,63,63,63,62,60,60,60,60,55,55,55,60,575000
64,70,0,0.023071754,68,57,59,48,48,48,50,48,48,48,50,47,47,47,53,50,50,50,53,525000
63,66,0,0.00355879,64,52,49,60,60,60,65,63,63,63,65,64,64,64,64,60,60,60,64,475000
58,69,0,0.001566669,65,53,54,53,53,53,57,57,57,57,57,59,59,59,58,57,57,57,58,210000
71,80,0.033039648,0.023071754,75,61,62,51,51,51,49,49,49,49,49,50,50,50,51,54,54,54,51,3200000
71,71,0.022026432,0.017954121,70,71,76,72,72,72,72,72,72,72,72,72,72,72,72,69,69,69,72,2400000
61,64,0,0.001396487,67,67,56,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,220000
63,63,0.002202643,0.00136145,71,65,52,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,150000
67,70,0,0.005440794,66,67,53,57,57,57,61,60,60,60,61,62,62,62,63,65,65,65,63,775000
71,81,0.026431718,0.032970113,75,69,59,66,66,66,70,69,69,69,70,71,71,71,71,72,72,72,71,3700000
68,69,0.011013216,0.008944526,67,64,53,58,58,58,64,62,62,62,64,62,62,62,65,63,63,63,65,825000
69,70,0.013215859,0.010446125,69,64,59,69,69,69,70,70,70,70,70,69,69,69,70,63,63,63,70,1200000
56,73,0,0.002077212,68,50,58,50,50,50,55,54,54,54,55,57,57,57,56,56,56,56,56,180000
58,62,0,0.001486583,65,57,43,58,58,58,54,56,56,56,54,52,52,52,52,45,45,45,52,170000
56,70,0,0.001836956,66,42,33,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,160000
59,76,0,0.003393614,69,60,55,58,58,58,58,58,58,58,58,59,59,59,58,59,59,59,58,325000
69,76,0.013215859,0.011947724,64,54,64,71,71,71,71,71,71,71,71,69,69,69,70,63,63,63,70,1500000
66,74,0,0.00794346,68,66,61,65,65,65,66,66,66,66,66,66,66,66,67,67,67,67,67,925000
72,73,0.017621145,0.026963716,64,66,59,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,2400000
66,66,0.008810573,0.006441861,71,56,58,67,67,67,63,64,64,64,63,62,62,62,62,57,57,57,62,700000
64,72,0.008810573,0.023071754,65,65,59,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,500000
66,72,0.004405286,0.007442927,66,62,48,66,66,66,67,66,66,66,67,64,64,64,64,53,53,53,64,900000
71,74,0.028634361,0.024961584,70,66,55,66,66,66,71,69,69,69,71,70,70,70,72,67,67,67,72,3000000
69,77,0.022026432,0.014950923,79,66,59,55,55,55,61,59,59,59,61,60,60,60,63,63,63,63,63,1300000
66,66,0.004405286,0.004329611,68,61,61,64,64,64,66,65,65,65,66,65,65,65,67,61,61,61,67,650000
68,71,0.00660793,0.009945592,70,70,55,68,68,68,70,69,69,69,70,69,69,69,70,69,69,69,70,1100000
64,66,0.002202643,0.002918108,67,60,55,51,51,51,51,52,52,52,51,53,53,53,53,57,57,57,53,450000
66,68,0.002202643,0.005440794,64,57,57,64,64,64,66,66,66,66,66,67,67,67,66,64,64,64,66,800000
58,70,0,0.0015967,66,54,43,42,42,42,45,43,43,43,45,43,43,43,46,45,45,45,46,170000
76,76,0.094713656,0.027964782,74,72,86,61,61,61,64,64,64,64,64,66,66,66,67,70,70,70,67,3100000
51,66,0,0.000590629,68,32,34,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,60000
63,63,0,0.000935997,65,61,56,65,65,65,65,65,65,65,65,64,64,64,65,60,60,60,65,160000
66,84,0.00660793,0.017453588,75,62,62,60,60,60,67,65,65,65,67,66,66,66,66,60,60,60,66,1400000
61,68,0,0.002412569,65,60,54,57,57,57,57,58,58,58,57,59,59,59,58,59,59,59,58,300000
66,71,0.008810573,0.00794346,65,60,69,67,67,67,64,66,66,66,64,66,66,66,64,66,66,66,64,875000
63,68,0,0.003253465,65,57,55,63,63,63,58,61,61,61,58,59,59,59,58,55,55,55,58,500000
70,70,0.004405286,0.009945592,69,63,64,64,64,64,66,64,64,64,66,64,64,64,68,64,64,64,68,1400000
70,72,0.033039648,0.023071754,72,69,65,68,68,68,70,70,70,70,70,70,70,70,71,69,69,69,71,2200000
62,72,0,0.003814062,64,66,51,60,60,60,63,63,63,63,63,63,63,63,62,59,59,59,62,500000
64,80,0.002202643,0.009445059,72,61,55,50,50,50,58,55,55,55,58,57,57,57,59,57,57,57,59,875000
66,71,0.013215859,0.023071754,70,60,56,59,59,59,66,64,64,64,66,65,65,65,67,60,60,60,67,850000
74,74,0.04185022,0.015951989,76,67,74,68,68,68,68,69,69,69,68,70,70,70,68,73,73,73,68,1700000
65,72,0.011013216,0.023071754,70,59,46,63,63,63,67,65,65,65,67,65,65,65,67,60,60,60,67,750000
64,73,0.004405286,0.023071754,67,56,62,63,63,63,65,65,65,65,65,65,65,65,66,65,65,65,66,675000
70,83,0.030837004,0.039477043,76,63,68,68,68,68,70,70,70,70,70,72,72,72,71,71,71,71,71,3100000
68,77,0.008810573,0.009945592,72,66,52,59,59,59,63,61,61,61,63,62,62,62,63,62,62,62,63,1200000
68,68,0.004405286,0.00794346,70,65,66,69,69,69,70,70,70,70,70,69,69,69,68,63,63,63,68,775000
61,68,0.002202643,0.002863049,62,46,53,42,42,42,39,39,39,39,39,39,39,39,42,43,43,43,42,300000
69,69,0.011013216,0.008443993,71,70,72,60,60,60,61,63,63,63,61,65,65,65,63,70,70,70,63,1000000
58,62,0.002202643,0.001231311,64,40,49,55,55,55,58,56,56,56,58,57,57,57,58,53,53,53,58,170000
70,70,0.013215859,0.013949857,69,70,68,71,71,71,65,68,68,68,65,66,66,66,64,61,61,61,64,1800000
62,67,0.004405286,0.00295815,68,62,55,58,58,58,60,60,60,60,60,61,61,61,61,61,61,61,61,350000
59,65,0,0.001806924,71,45,52,59,59,59,56,57,57,57,56,56,56,56,55,50,50,50,55,220000
67,67,0.00660793,0.002282431,67,65,65,68,68,68,69,69,69,69,69,68,68,68,68,62,62,62,68,375000
55,70,0,0.001876999,74,55,41,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,160000
54,71,0,0.001251333,63,42,45,49,49,49,56,53,53,53,56,53,53,53,54,45,45,45,54,140000
73,73,0.024229075,0.011947724,72,68,72,59,59,59,51,56,56,56,51,57,57,57,52,63,63,63,52,1600000
66,67,0.004405286,0.004705011,66,66,65,57,57,57,63,60,60,60,63,62,62,62,64,63,63,63,64,625000
62,62,0,0.001561663,62,62,50,55,55,55,58,56,56,56,58,55,55,55,58,55,55,55,58,260000
71,73,0.017621145,0.019956253,70,70,70,72,72,72,67,70,70,70,67,68,68,68,66,62,62,62,66,2900000
68,68,0.00660793,0.005440794,67,65,63,59,59,59,62,62,62,62,62,65,65,65,64,68,68,68,64,775000
64,68,0.004405286,0.003088289,70,53,42,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,400000
61,61,0.002202643,0.001776892,68,58,62,42,42,42,42,41,41,41,42,42,42,42,45,46,46,46,45,210000
71,71,0.004405286,0.01294879,68,70,62,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,1700000
59,59,0,0.000880938,64,56,50,52,52,52,54,53,53,53,54,54,54,54,56,56,56,56,56,130000
59,68,0,0.001987116,65,56,48,51,51,51,55,53,53,53,55,52,52,52,56,51,51,51,56,210000
56,68,0,0.001026093,64,48,52,56,56,56,58,57,57,57,58,58,58,58,58,57,57,57,58,150000
62,72,0.002202643,0.004439728,69,58,55,65,65,65,61,63,63,63,61,61,61,61,59,52,52,52,59,500000
61,77,0,0.00438467,64,48,48,48,48,48,51,48,48,48,51,49,49,49,53,51,51,51,53,450000
64,75,0.008810573,0.023071754,68,62,62,48,48,48,46,46,46,46,46,47,47,47,48,52,52,52,48,675000
64,68,0.004405286,0.003879131,69,69,68,53,53,53,55,54,54,54,55,56,56,56,58,59,59,59,58,500000
72,72,0.019823789,0.003128332,72,67,72,60,60,60,57,58,58,58,57,58,58,58,57,62,62,62,57,425000
66,83,0.002202643,0.013949857,70,66,51,65,65,65,68,68,68,68,68,67,67,67,67,63,63,63,67,1300000
71,72,0.059471366,0.027464249,75,71,69,73,73,73,72,72,72,72,72,71,71,71,72,66,66,66,72,2800000
64,71,0.002202643,0.005440794,65,60,61,57,57,57,61,59,59,59,61,61,61,61,63,63,63,63,63,550000
60,67,0.004405286,0.002767948,60,48,55,56,56,56,61,59,59,59,61,62,62,62,61,61,61,61,61,290000
60,60,0,0.0007508,67,55,35,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,130000
61,63,0.002202643,0.002677852,62,62,54,58,58,58,61,60,60,60,61,61,61,61,62,62,62,62,62,300000
59,79,0,0.003253465,68,50,41,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,260000
70,75,0.008810573,0.014950923,68,69,66,66,66,66,62,66,66,66,62,66,66,66,63,67,67,67,63,2000000
51,60,0.002202643,0.000655698,71,46,56,50,50,50,53,53,53,53,53,54,54,54,54,52,52,52,54,60000
58,58,0,0.000250267,62,58,48,51,51,51,53,53,53,53,53,54,54,54,54,56,56,56,54,50000
56,66,0,0.000925986,64,41,42,44,44,44,49,46,46,46,49,48,48,48,51,48,48,48,51,120000
73,73,0.024229075,0.019956253,70,68,76,68,68,68,69,69,69,69,69,70,70,70,69,71,71,71,69,2700000
68,69,0.002202643,0.006942394,64,64,67,67,67,67,70,69,69,69,70,69,69,69,69,64,64,64,69,1100000
62,76,0.00660793,0.023071754,66,66,54,50,50,50,54,52,52,52,54,52,52,52,55,54,54,54,55,600000
56,71,0,0.023071754,58,54,42,56,56,56,56,57,57,57,56,55,55,55,54,48,48,48,54,200000
64,73,0.008810573,0.023071754,68,62,57,47,47,47,46,46,46,46,46,46,46,46,48,50,50,50,48,600000
63,67,0.002202643,0.004004265,68,61,50,63,63,63,68,66,66,66,68,65,65,65,66,56,56,56,66,500000
54,62,0.002202643,0.000585624,65,48,48,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,70000
71,74,0.057268722,0.024461051,72,70,66,62,62,62,58,61,61,61,58,61,61,61,60,64,64,64,60,2500000
51,66,0,0.000625666,65,39,36,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,70000
58,74,0,0.002607777,71,55,42,40,40,40,37,37,37,37,37,37,37,37,40,40,40,40,40,240000
62,74,0,0.004539835,70,59,30,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,400000
53,61,0,0.000445474,64,53,53,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,70000
64,70,0.002202643,0.005941328,70,56,53,54,54,54,57,55,55,55,57,56,56,56,59,56,56,56,59,525000
63,68,0,0.003178385,63,53,51,45,45,45,43,42,42,42,43,42,42,42,46,46,46,46,46,425000
65,73,0.002202643,0.006441861,65,56,58,52,52,52,60,56,56,56,60,58,58,58,62,59,59,59,62,675000
66,66,0.002202643,0.004940261,68,60,67,63,63,63,63,63,63,63,63,65,65,65,64,66,66,66,64,650000
70,72,0.015418502,0.017954121,71,70,63,63,63,63,67,66,66,66,67,67,67,67,69,69,69,69,69,1800000
71,77,0.026431718,0.026463183,72,57,63,54,54,54,52,53,53,53,52,52,52,52,54,55,55,55,54,2800000
59,76,0,0.003308524,70,60,60,46,46,46,48,47,47,47,48,48,48,48,50,50,50,50,50,290000
71,78,0.046255507,0.023071754,69,62,70,61,61,61,67,65,65,65,67,68,68,68,68,69,69,69,68,2800000
69,69,0.030837004,0.023071754,67,60,62,69,69,69,68,68,68,68,68,67,67,67,67,59,59,59,67,1100000
51,65,0,0.000695741,54,42,37,43,43,43,43,42,42,42,43,41,41,41,44,41,41,41,44,70000
57,69,0,0.001316402,67,50,52,57,57,57,56,56,56,56,56,54,54,54,54,47,47,47,54,190000
50,70,0,0.000625666,62,39,23,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,50000
63,78,0,0.00794346,70,64,58,47,47,47,46,46,46,46,46,48,48,48,50,54,54,54,50,725000
72,72,0.004405286,0.008944526,67,70,56,69,69,69,72,72,72,72,72,72,72,72,72,68,68,68,72,1400000
62,73,0.002202643,0.004214488,72,47,54,45,45,45,42,42,42,42,42,41,41,41,44,44,44,44,44,450000
54,70,0,0.001156231,68,34,40,46,46,46,54,51,51,51,54,52,52,52,54,48,48,48,54,130000
75,75,0.008810573,0.034972245,77,71,76,71,71,71,76,75,75,75,76,77,77,77,76,75,75,75,76,5000000
60,69,0.002202643,0.003513742,73,54,43,58,58,58,62,60,60,60,62,62,62,62,62,60,60,60,62,325000
56,70,0.008810573,0.002212356,76,55,56,54,54,54,58,55,55,55,58,56,56,56,59,55,55,55,59,180000
63,71,0.00660793,0.006441861,77,51,56,59,59,59,63,62,62,62,63,62,62,62,63,58,58,58,63,550000
65,65,0.002202643,0.003018214,67,63,65,54,54,54,57,55,55,55,57,56,56,56,60,60,60,60,60,425000
71,75,0.04845815,0.025462117,72,65,63,50,50,50,48,49,49,49,48,50,50,50,51,54,54,54,51,2600000
72,72,0.033039648,0.023071754,66,70,71,72,72,72,72,72,72,72,72,72,72,72,71,66,66,66,71,2800000
71,71,0.008810573,0.00794346,70,70,52,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,1200000
68,70,0.002202643,0.004745053,63,63,56,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,725000
65,70,0.00660793,0.005440794,65,68,46,65,65,65,59,62,62,62,59,60,60,60,58,56,56,56,58,725000
60,71,0,0.003088289,70,56,48,56,56,56,61,60,60,60,61,62,62,62,61,60,60,60,61,350000
58,61,0,0.001236317,60,47,58,59,59,59,54,56,56,56,54,54,54,54,54,50,50,50,54,160000
